AXPBY,1000000,10
Threads,Time (s),Performance (GIt/s)
1,0.00578257,1.72934
2,0.00296778,3.36953
3,0.00226023,4.42432
4,0.00172439,5.79917
5,0.00142418,7.02156
6,0.00124566,8.02788
7,0.00116223,8.60418
8,0.00101245,9.877
9,0.00188985,5.29141
10,0.00162467,6.1551
11,0.00104231,9.59406
12,0.000675282,14.8086
13,0.000593366,16.853
14,0.000399455,25.0341
15,0.000307182,32.554
16,0.000300323,33.2975
17,0.00027654,36.1611
18,0.000266091,37.5811
19,0.000250087,39.9861
20,0.000239418,41.7679
21,0.00022814,43.8327
22,0.000219736,45.5091
23,0.000212658,47.0238
24,0.000208019,48.0726
25,0.000202418,49.4028
26,0.000195395,51.1783
27,0.000196853,50.7993
28,0.000184,54.3478
29,0.000181868,54.9849
30,0.000176066,56.7969
31,0.000172823,57.8628
32,0.000166117,60.1985
33,0.000167807,59.5924
34,0.000162078,61.6987
35,0.000159041,62.8769
36,0.000156411,63.9341
37,0.000192305,52.0007
38,0.000154996,64.5179
39,0.000193392,51.7085
40,0.000227753,43.9073
41,0.000195572,51.1321
42,0.000190377,52.5273
43,0.00018066,55.3527
44,0.000215633,46.3751
45,0.000182737,54.7234
46,0.000189161,52.865
47,0.000184537,54.1897
48,0.000185401,53.9371
49,0.000208753,47.9035
50,0.000208177,48.036
51,0.000182815,54.7001
52,0.000189009,52.9075
53,0.000137493,72.731
54,0.000164481,60.7972
55,0.000131385,76.1122
56,0.000157672,63.4228
57,0.000127733,78.2882
58,0.000129165,77.4203
59,0.000141323,70.7599
60,0.000161771,61.8159
61,0.000127365,78.5146
62,0.000122327,81.7482
63,0.000122976,81.3167
64,0.000125367,79.766
65,0.000134452,74.3758
66,0.000135915,73.5755
67,0.000131656,75.9555
68,0.000137972,72.4786
69,0.000124401,80.3852
70,0.000133702,74.7932
71,0.000134405,74.4021
72,0.000123875,80.7267
