AXPBY,1000000,10
Threads,Time (s),Performance (GIt/s)
1,0.0104057,0.961008
2,0.00657639,1.52059
3,0.00507623,1.96997
4,0.00427769,2.33771
5,0.00391058,2.55716
6,0.00314866,3.17596
7,0.00272171,3.67416
8,0.00236684,4.22505
9,0.00226638,4.41232
10,0.00110393,9.05855
11,0.00111682,8.95403
12,0.000947348,10.5558
13,0.00100088,9.99122
14,0.000811161,12.328
15,0.000744044,13.4401
16,0.000527923,18.9422
17,0.000447552,22.3438
18,0.000401051,24.9345
19,0.000347103,28.8099
20,0.000275171,36.3411
21,0.000309287,32.3325
22,0.000281592,35.5123
23,0.000259651,38.5132
24,0.000254454,39.2998
25,0.000205629,48.6313
26,0.000223671,44.7085
27,0.000229074,43.6541
28,0.000210461,47.5148
29,0.000214582,46.6022
30,0.00020713,48.2789
31,0.000196923,50.7813
32,0.000174727,57.2322
33,0.000193964,51.5559
34,0.000188243,53.1228
35,0.000182968,54.6545
36,0.000169963,58.8363
37,0.000180386,55.4367
38,0.000194208,51.4911
39,0.000168945,59.1908
40,0.000155499,64.3092
41,0.000169174,59.1108
42,0.000175918,56.8447
43,0.000169073,59.146
44,0.000148831,67.1903
45,0.000155431,64.3373
46,0.000160247,62.4036
47,0.000152805,65.4429
48,0.000143568,69.6534
49,0.000133624,74.8367
50,0.000120431,83.035
51,0.00013017,76.8226
52,0.00013307,75.1486
53,0.000121353,82.4041
54,0.000124857,80.0917
55,0.000122845,81.4033
56,0.000125926,79.4117
57,0.000116368,85.9344
58,0.00012311,81.2281
59,0.000120103,83.2619
60,0.000119183,83.9044
61,0.000117188,85.3331
62,0.000119811,83.4648
63,0.000112062,89.2364
64,0.000112019,89.2706
65,0.000124949,80.0326
66,0.000117327,85.2318
67,0.000127957,78.1511
68,0.000124425,80.3696
69,0.000126341,79.1509
70,0.00010602,94.3215
71,0.000126441,79.0883
72,0.000110119,90.8111
